Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Rating_Imputed,Promo Used,Subscription Used,Freq_per_Year,Est_Annual_Spend,CLV_Score,Value_Tier,Promo_Dependent,Satisfaction_Flag,Age_Group,Loyalty_Score_A,Loyal_A,Loyalty_Score_B,Loyal_B,Loyal_Both,Segment
678,60,Male,Socks,Clothing,62,Washington,S,Turquoise,Summer,2.7,Yes,Express,1,Yes,41,Paypal,Annually,0,1,1,1,62,231.73551633356885,Low,1,Detractor,56+,0.326530612244898,0,0.0291900391996199,0,0,At-Risk Loyalists
679,27,Male,Blouse,Clothing,74,Maine,M,Teal,Fall,3.3,Yes,Store Pickup,1,Yes,25,Debit Card,Every 3 Months,0,1,1,4,296,964.3965752543587,Mid,1,Neutral,26-35,0.21944777911164468,0,0.11921658594327345,0,0,Bargain Hunters
680,56,Male,Sandals,Footwear,95,Michigan,M,Turquoise,Fall,3.4,Yes,Express,1,Yes,37,Venmo,Fortnightly,0,1,1,26,2470,8984.837814524173,Premium,1,Neutral,56+,0.48995598239295723,0,0.3285532085793827,0,0,Promo Reliant
681,58,Male,Sneakers,Footwear,25,Tennessee,M,Magenta,Spring,4.2,Yes,Express,1,Yes,3,Paypal,Annually,0,1,1,1,25,34.657359027997266,Low,1,Promoter,56+,0.016326530612244896,0,0.20434108677944482,0,0,Bargain Hunters
682,30,Male,Shirt,Clothing,59,Louisiana,Xl,Purple,Winter,3.8,Yes,2-Day Shipping,1,Yes,24,Credit Card,Every 3 Months,0,1,1,4,236,759.6546946688953,Mid,1,Neutral,26-35,0.21128451380552224,0,0.17417907366413862,0,0,Bargain Hunters
683,23,Male,Jacket,Outerwear,29,Missouri,M,Brown,Summer,4.0,Yes,Standard,1,Yes,49,Credit Card,Bi-Weekly,0,1,1,26,754,2949.665346092822,High,1,Promoter,18-25,0.5879151660664266,1,0.252062556205362,0,0,Promo Reliant
684,33,Male,Sandals,Footwear,36,Michigan,S,Violet,Winter,2.7,Yes,Free Shipping,1,Yes,3,Bank Transfer,Monthly,0,1,1,12,432,598.8791640037928,Mid,1,Detractor,26-35,0.10260104041616648,0,0.03822331870284828,0,0,Bargain Hunters
685,63,Male,Hat,Accessories,82,Alabama,M,Yellow,Summer,4.7,Yes,Express,1,Yes,42,Debit Card,Monthly,0,1,1,12,984,3701.0209138424652,High,1,Promoter,56+,0.420968387354942,0,0.35454906657496477,0,0,Promo Reliant
686,70,Male,Blouse,Clothing,71,Massachusetts,Xl,Magenta,Winter,3.5,Yes,Standard,1,Yes,32,Cash,Fortnightly,0,1,1,26,1846,6454.552958467122,Premium,1,Neutral,56+,0.44913965586234494,0,0.27829754796100875,0,0,Promo Reliant
687,70,Male,Sweater,Clothing,35,Indiana,L,Beige,Fall,3.0,Yes,2-Day Shipping,1,Yes,33,Venmo,Fortnightly,0,1,1,26,910,3208.988077400707,High,1,Neutral,56+,0.4573029211684674,0,0.13844298721188958,0,0,Promo Reliant
688,19,Male,Gloves,Accessories,38,West Virginia,Xl,Turquoise,Winter,3.3,Yes,Free Shipping,1,Yes,46,Bank Transfer,Quarterly,0,1,1,4,152,585.2224354599289,Mid,1,Neutral,18-25,0.3908763505402161,0,0.10988730568227911,0,0,At-Risk Loyalists
689,25,Male,Scarf,Accessories,59,Michigan,S,Peach,Summer,4.7,Yes,Store Pickup,1,Yes,44,Venmo,Monthly,0,1,1,12,708,2695.117042757386,High,1,Promoter,18-25,0.4372949179671869,0,0.32979959622854416,0,0,Promo Reliant
690,19,Male,Hoodie,Clothing,91,Pennsylvania,M,Orange,Summer,4.7,Yes,Express,1,Yes,35,Credit Card,Every 3 Months,0,1,1,4,364,1304.400893598024,Mid,1,Promoter,18-25,0.3010804321728692,0,0.2955821236814117,0,0,At-Risk Loyalists
691,25,Male,Shorts,Clothing,68,Alaska,Xl,Red,Spring,4.8,Yes,Standard,1,Yes,45,Bank Transfer,Weekly,0,1,1,52,3536,13538.07597798544,Premium,1,Promoter,18-25,0.7591836734693878,1,0.6085820377210932,1,1,Promo Reliant
692,60,Male,Backpack,Accessories,21,Massachusetts,L,Silver,Summer,2.9,Yes,Standard,1,Yes,37,Paypal,Bi-Weekly,0,1,1,26,546,1986.1220432106065,High,1,Detractor,56+,0.48995598239295723,0,0.0963553341857754,0,0,Promo Reliant
693,35,Male,Sunglasses,Accessories,95,North Dakota,M,Cyan,Spring,4.0,Yes,2-Day Shipping,1,Yes,40,Debit Card,Every 3 Months,0,1,1,4,380,1411.157385347637,Mid,1,Promoter,26-35,0.34189675870348146,0,0.2142087828511341,0,0,At-Risk Loyalists
694,46,Male,Shorts,Clothing,52,Vermont,L,Turquoise,Spring,3.1,Yes,Free Shipping,1,Yes,30,Cash,Every 3 Months,0,1,1,4,208,714.2693385329104,Mid,1,Neutral,46-55,0.2602641056422569,0,0.08906240281900349,0,0,At-Risk Loyalists
695,41,Male,Dress,Clothing,21,Kentucky,S,Charcoal,Fall,3.5,Yes,2-Day Shipping,1,Yes,38,Venmo,Every 3 Months,0,1,1,4,84,307.73917827489026,Low,1,Neutral,36-45,0.3255702280912365,0,0.12706004927862177,0,0,At-Risk Loyalists
696,30,Male,Shorts,Clothing,67,Nevada,Xl,Peach,Summer,3.7,Yes,Next Day Air,1,Yes,15,Debit Card,Every 3 Months,0,1,1,4,268,743.0537775602613,Mid,1,Neutral,26-35,0.13781512605042018,0,0.1617706212090742,0,0,Bargain Hunters
697,44,Male,Belt,Accessories,42,Utah,L,Green,Fall,2.8,Yes,Standard,1,Yes,49,Cash,Monthly,0,1,1,12,504,1971.6595947357855,High,1,Detractor,36-45,0.4781112444977992,0,0.08399949706261359,0,0,Promo Reliant
698,61,Male,Scarf,Accessories,63,North Dakota,Xl,Brown,Summer,4.6,Yes,Free Shipping,1,Yes,40,Debit Card,Quarterly,0,1,1,4,252,935.8201608094856,Mid,1,Promoter,56+,0.34189675870348146,0,0.2745134858337694,0,0,At-Risk Loyalists
699,55,Male,Boots,Footwear,41,Iowa,M,Yellow,Winter,3.8,Yes,Standard,1,Yes,40,Debit Card,Weekly,0,1,1,52,2132,7917.335646213584,Premium,1,Neutral,46-55,0.7183673469387756,1,0.35028816077631275,0,0,Promo Reliant
700,50,Male,Handbag,Accessories,46,Connecticut,M,Charcoal,Fall,2.6,Yes,2-Day Shipping,1,Yes,5,Paypal,Weekly,0,1,1,52,2392,4285.888650393507,High,1,Detractor,46-55,0.4326530612244898,0,0.11693927533987758,0,0,Promo Reliant
701,57,Male,Pants,Clothing,79,Wisconsin,L,Olive,Winter,4.1,Yes,Standard,1,Yes,5,Paypal,Monthly,0,1,1,12,948,1698.5879768281961,High,1,Promoter,56+,0.11892757102841137,0,0.2332807855593338,0,0,Promo Reliant
702,51,Male,Boots,Footwear,90,Idaho,L,Red,Fall,3.3,Yes,Next Day Air,1,Yes,5,Debit Card,Every 3 Months,0,1,1,4,360,645.0334089220997,Mid,1,Neutral,46-55,0.056182472989195674,0,0.1113589074492509,0,0,Bargain Hunters
703,18,Male,Shirt,Clothing,71,Montana,M,White,Winter,3.4,Yes,Store Pickup,1,Yes,1,Cash,Weekly,0,1,1,52,3692,2559.099390627318,High,1,Neutral,18-25,0.4,0,0.17045298931634328,0,0,Promo Reliant
704,63,Male,Dress,Clothing,87,Connecticut,L,Pink,Summer,3.0,Yes,Standard,1,Yes,21,Venmo,Weekly,0,1,1,52,4524,13983.876058993023,Premium,1,Neutral,56+,0.5632653061224491,1,0.40355059664852566,0,0,Promo Reliant
705,34,Male,Hoodie,Clothing,66,Idaho,S,Black,Spring,3.2,Yes,Express,1,Yes,18,Paypal,Annually,0,1,1,1,66,194.33297262498505,Low,1,Neutral,26-35,0.13877551020408163,0,0.08826977914992176,0,0,Bargain Hunters
706,25,Male,Pants,Clothing,90,Arkansas,Xl,Indigo,Summer,4.5,Yes,Free Shipping,1,Yes,49,Cash,Quarterly,0,1,1,4,360,1408.3282819541325,Mid,1,Promoter,18-25,0.4153661464585835,0,0.2741391749963905,0,0,At-Risk Loyalists
707,46,Male,Jeans,Clothing,47,Iowa,L,Turquoise,Summer,4.8,Yes,Express,1,Yes,27,Debit Card,Weekly,0,1,1,52,2444,8143.907822868198,Premium,1,Promoter,46-55,0.6122448979591837,1,0.47586279024999045,1,1,Promo Reliant
708,59,Male,Shirt,Clothing,38,Louisiana,L,Purple,Spring,3.7,Yes,Next Day Air,1,Yes,21,Venmo,Annually,0,1,1,1,38,117.45961322761602,Low,1,Neutral,56+,0.163265306122449,0,0.1463783708518479,0,0,Bargain Hunters
709,37,Male,Backpack,Accessories,50,Kentucky,L,Beige,Summer,3.4,Yes,Store Pickup,1,Yes,19,Cash,Fortnightly,0,1,1,26,1300,3894.451955620188,High,1,Neutral,36-45,0.3430172068827531,0,0.20330828459784692,0,0,Promo Reliant
710,49,Male,Jacket,Outerwear,79,Massachusetts,L,Charcoal,Summer,4.6,Yes,Standard,1,Yes,23,Debit Card,Monthly,0,1,1,12,948,3012.795031169853,High,1,Promoter,46-55,0.26586634653861546,0,0.325615812250701,0,0,Promo Reliant
711,22,Male,Scarf,Accessories,91,Virginia,L,Turquoise,Spring,4.1,Yes,Standard,1,Yes,26,Paypal,Fortnightly,0,1,1,26,2366,7797.950024966242,Premium,1,Promoter,18-25,0.4001600640256102,0,0.38335077184901617,0,0,Promo Reliant
712,64,Male,Boots,Footwear,60,New Hampshire,M,Maroon,Spring,3.5,Yes,2-Day Shipping,1,Yes,13,Bank Transfer,Bi-Weekly,0,1,1,26,1560,4116.929434199803,High,1,Neutral,56+,0.29403761504601844,0,0.22078216725913247,0,0,Promo Reliant
713,42,Male,Blouse,Clothing,81,New Hampshire,Xl,Black,Summer,3.8,Yes,Next Day Air,1,Yes,36,Bank Transfer,Quarterly,0,1,1,4,324,1169.9374036967288,Mid,1,Neutral,36-45,0.3092436974789916,0,0.18427375570346705,0,0,At-Risk Loyalists
714,37,Male,Hoodie,Clothing,90,Oregon,M,Lavender,Summer,2.6,Yes,Express,1,Yes,39,Bank Transfer,Bi-Weekly,0,1,1,26,2340,8631.977922626611,Premium,1,Detractor,36-45,0.5062825130052021,0,0.22387136960650011,0,0,Promo Reliant
715,26,Male,Jacket,Outerwear,70,South Dakota,M,Magenta,Fall,4.4,Yes,Store Pickup,1,Yes,40,Debit Card,Fortnightly,0,1,1,26,1820,6758.70116140184,Premium,1,Promoter,26-35,0.5144457783113245,0,0.39378087429648645,0,0,Promo Reliant
716,33,Male,Jeans,Clothing,63,Delaware,L,Green,Spring,2.6,Yes,Express,1,Yes,37,Debit Card,Quarterly,0,1,1,4,252,916.6717122510491,Mid,1,Detractor,26-35,0.31740696278511404,0,0.03404235337926785,0,0,At-Risk Loyalists
717,30,Male,Jewelry,Accessories,29,Missouri,M,Olive,Spring,3.6,Yes,Express,1,Yes,9,Venmo,Bi-Weekly,0,1,1,26,754,1736.1491601175105,High,1,Neutral,26-35,0.2613845538215286,0,0.17420494881063195,0,0,Promo Reliant
718,21,Male,Socks,Clothing,90,Alaska,L,Green,Spring,4.2,Yes,Express,1,Yes,7,Venmo,Every 3 Months,0,1,1,4,360,748.5989550047409,Mid,1,Promoter,18-25,0.07250900360144058,0,0.22190705592085214,0,0,Bargain Hunters
719,22,Male,Shirt,Clothing,22,Florida,M,Peach,Summer,4.6,Yes,Standard,1,Yes,25,Bank Transfer,Annually,0,1,1,1,22,71.67812383647261,Low,1,Promoter,18-25,0.1959183673469388,0,0.2532519534608114,0,0,Bargain Hunters
720,63,Male,Shorts,Clothing,22,Mississippi,L,Turquoise,Summer,3.3,Yes,Next Day Air,1,Yes,42,Venmo,Bi-Weekly,0,1,1,26,572,2151.4064661767175,High,1,Neutral,56+,0.5307723089235694,0,0.14842202688128348,0,0,Promo Reliant
721,33,Male,Jewelry,Accessories,62,New Mexico,L,Orange,Fall,3.4,Yes,Free Shipping,1,Yes,19,Debit Card,Weekly,0,1,1,52,3224,9658.240849938067,Premium,1,Neutral,26-35,0.5469387755102041,0,0.34512175845302784,0,0,Promo Reliant
722,43,Male,Blouse,Clothing,57,California,L,Silver,Summer,4.4,Yes,Next Day Air,1,Yes,41,Debit Card,Every 3 Months,0,1,1,4,228,852.188672968608,Mid,1,Promoter,36-45,0.3500600240096039,0,0.24845579912250146,0,0,At-Risk Loyalists
723,27,Male,Sweater,Clothing,32,Wyoming,S,Blue,Summer,4.3,Yes,Store Pickup,1,Yes,50,Cash,Bi-Weekly,0,1,1,26,832,3271.278926426639,High,1,Promoter,26-35,0.596078431372549,1,0.295975604358653,0,0,Promo Reliant
724,35,Male,Jewelry,Accessories,53,Missouri,L,Cyan,Fall,3.5,Yes,Express,1,Yes,43,Paypal,Monthly,0,1,1,12,636,2406.744607172014,High,1,Neutral,26-35,0.42913165266106446,0,0.1787044201899566,0,0,Promo Reliant
725,37,Male,T-Shirt,Clothing,79,New Hampshire,Xl,Green,Fall,4.7,Yes,Store Pickup,1,Yes,36,Venmo,Every 3 Months,0,1,1,4,316,1141.050060395575,Mid,1,Promoter,36-45,0.3092436974789916,0,0.291563005435007,0,0,At-Risk Loyalists
726,61,Male,Hat,Accessories,61,Texas,L,Silver,Winter,3.1,Yes,Standard,1,Yes,33,Debit Card,Fortnightly,0,1,1,26,1586,5592.8077920412325,Premium,1,Neutral,56+,0.4573029211684674,0,0.20909498869496035,0,0,Promo Reliant
727,32,Male,Shorts,Clothing,78,North Dakota,L,Yellow,Summer,3.6,Yes,Next Day Air,1,Yes,20,Bank Transfer,Every 3 Months,0,1,1,4,312,949.891000569708,Mid,1,Neutral,26-35,0.1786314525810324,0,0.15485968773377728,0,0,Bargain Hunters
728,62,Male,Sweater,Clothing,97,Arkansas,S,Gray,Winter,4.8,Yes,Next Day Air,1,Yes,37,Venmo,Every 3 Months,0,1,1,4,388,1411.3834299738376,Mid,1,Promoter,56+,0.31740696278511404,0,0.31021434450064544,0,0,At-Risk Loyalists
729,29,Male,Jeans,Clothing,78,Nebraska,M,Pink,Winter,3.7,Yes,Next Day Air,1,Yes,12,Paypal,Every 3 Months,0,1,1,4,312,800.2641995279995,Mid,1,Neutral,26-35,0.11332533013205283,0,0.1631782384602827,0,0,Bargain Hunters
730,41,Male,Sunglasses,Accessories,56,Minnesota,L,Beige,Summer,3.2,Yes,Express,1,Yes,46,Paypal,Every 3 Months,0,1,1,4,224,862.4330627830531,Mid,1,Neutral,36-45,0.3908763505402161,0,0.10470785424349056,0,0,At-Risk Loyalists
731,48,Male,Boots,Footwear,25,Massachusetts,M,Indigo,Summer,3.9,Yes,Standard,1,Yes,28,Venmo,Fortnightly,0,1,1,26,650,2188.7422894912083,High,1,Neutral,46-55,0.4164865946378551,0,0.22134064532837666,0,0,Promo Reliant
732,43,Male,Coat,Outerwear,28,Arkansas,M,Red,Spring,3.5,Yes,Free Shipping,1,Yes,30,Paypal,Fortnightly,0,1,1,26,728,2499.9426848651865,High,1,Neutral,36-45,0.4328131252501001,0,0.1809974852894302,0,0,Promo Reliant
733,34,Male,Shirt,Clothing,57,New Hampshire,L,Blue,Spring,2.8,Yes,Express,1,Yes,28,Cash,Bi-Weekly,0,1,1,26,1482,4990.332420039955,Premium,1,Detractor,26-35,0.4164865946378551,0,0.15827155796523285,0,0,Promo Reliant
734,45,Male,Dress,Clothing,36,Rhode Island,L,Cyan,Fall,2.7,Yes,2-Day Shipping,1,Yes,20,Debit Card,Bi-Weekly,0,1,1,26,936,2849.673001709124,High,1,Detractor,36-45,0.35118047218887555,0,0.09360232353966622,0,0,Promo Reliant
735,65,Male,Shirt,Clothing,69,New Jersey,S,Violet,Winter,3.1,Yes,Express,1,Yes,39,Bank Transfer,Every 3 Months,0,1,1,4,276,1018.1307293354464,Mid,1,Neutral,56+,0.3337334933973589,0,0.09653867236847562,0,0,At-Risk Loyalists
736,61,Male,Sunglasses,Accessories,48,Montana,M,Orange,Fall,3.6,Yes,2-Day Shipping,1,Yes,48,Cash,Bi-Weekly,0,1,1,26,1248,4856.991732042062,Premium,1,Neutral,56+,0.5797519007603041,1,0.25099081564140097,0,0,Promo Reliant
737,18,Male,Dress,Clothing,58,Colorado,L,Maroon,Spring,2.9,Yes,2-Day Shipping,1,Yes,32,Credit Card,Every 3 Months,0,1,1,4,232,811.1897542602234,Mid,1,Detractor,18-25,0.27659063625450186,0,0.06744705310613117,0,0,At-Risk Loyalists
738,47,Male,Sunglasses,Accessories,24,Nebraska,M,Teal,Spring,3.6,Yes,Store Pickup,1,Yes,28,Paypal,Annually,0,1,1,1,24,80.81509991967538,Low,1,Neutral,46-55,0.2204081632653061,0,0.13347676154151134,0,0,Bargain Hunters
739,56,Male,Sunglasses,Accessories,31,Minnesota,L,Orange,Winter,3.5,Yes,2-Day Shipping,1,Yes,27,Venmo,Quarterly,0,1,1,4,124,413.1933592617253,Low,1,Neutral,56+,0.23577430972388957,0,0.12965466612051182,0,0,Bargain Hunters
740,64,Male,Shorts,Clothing,29,Minnesota,S,Purple,Summer,3.5,Yes,Free Shipping,1,Yes,26,Venmo,Bi-Weekly,0,1,1,26,754,2485.060996967264,High,1,Neutral,56+,0.4001600640256102,0,0.18063133311135277,0,0,Promo Reliant
741,26,Male,Jeans,Clothing,69,South Dakota,M,Orange,Summer,2.8,Yes,Next Day Air,1,Yes,22,Credit Card,Fortnightly,0,1,1,26,1794,5625.0766233768945,Premium,1,Detractor,26-35,0.3675070028011205,0,0.17388893780601614,0,0,Promo Reliant
742,22,Male,T-Shirt,Clothing,79,West Virginia,Xl,Yellow,Summer,4.7,Yes,Free Shipping,1,Yes,23,Bank Transfer,Every 3 Months,0,1,1,4,316,1004.2650103899508,Mid,1,Promoter,18-25,0.20312124849939978,0,0.28819751730412224,0,0,Bargain Hunters
743,64,Male,Pants,Clothing,39,Nevada,M,Charcoal,Summer,3.1,Yes,Express,1,Yes,21,Debit Card,Quarterly,0,1,1,4,156,482.2026227238973,Low,1,Neutral,56+,0.18679471788715488,0,0.08335258454868429,0,0,Bargain Hunters
744,21,Male,Sunglasses,Accessories,84,North Carolina,L,Gray,Fall,4.9,Yes,Free Shipping,1,Yes,36,Cash,Weekly,0,1,1,52,4368,15772.489442429973,Premium,1,Promoter,18-25,0.6857142857142857,1,0.6755580164100506,1,1,Promo Reliant
745,67,Male,Boots,Footwear,66,Illinois,S,Charcoal,Spring,4.1,Yes,Next Day Air,1,Yes,42,Debit Card,Bi-Weekly,0,1,1,26,1716,6454.219398530153,Premium,1,Promoter,56+,0.5307723089235694,0,0.3502893409821849,0,0,Promo Reliant
746,46,Male,T-Shirt,Clothing,92,Michigan,L,Orange,Fall,4.7,Yes,Standard,1,Yes,4,Venmo,Monthly,0,1,1,12,1104,1776.8194553272467,High,1,Promoter,46-55,0.11076430572228893,0,0.3072056093053448,0,0,Promo Reliant
747,40,Male,Sandals,Footwear,45,Michigan,M,Red,Winter,2.5,Yes,Free Shipping,1,Yes,47,Credit Card,Annually,0,1,1,1,45,174.2040454908551,Low,1,Detractor,36-45,0.3755102040816327,0,0.003774522794387476,0,0,At-Risk Loyalists
748,51,Male,Shorts,Clothing,74,Oklahoma,L,Gold,Spring,4.4,Yes,Next Day Air,1,Yes,13,Bank Transfer,Weekly,0,1,1,52,3848,10155.092604359514,Premium,1,Promoter,46-55,0.4979591836734694,0,0.47734640348730534,1,0,Promo Reliant
749,35,Male,Hat,Accessories,39,South Dakota,L,Brown,Fall,3.9,Yes,Free Shipping,1,Yes,8,Bank Transfer,Quarterly,0,1,1,4,156,342.76703406445023,Low,1,Neutral,26-35,0.08067226890756302,0,0.17592188200745623,0,0,Bargain Hunters
750,56,Male,Scarf,Accessories,71,Oklahoma,M,Olive,Winter,3.7,Yes,Standard,1,Yes,11,Debit Card,Quarterly,0,1,1,4,284,705.7134885397921,Mid,1,Neutral,56+,0.10516206482593038,0,0.16085189288681218,0,0,Bargain Hunters
751,25,Male,T-Shirt,Clothing,95,Maryland,L,Violet,Fall,3.4,Yes,Free Shipping,1,Yes,5,Venmo,Annually,0,1,1,1,95,170.2171495766652,Low,1,Neutral,18-25,0.03265306122448979,0,0.11167642836902646,0,0,Bargain Hunters
752,65,Male,Gloves,Accessories,72,Ohio,L,Indigo,Fall,4.8,Yes,Free Shipping,1,Yes,1,Credit Card,Monthly,0,1,1,12,864,598.8791640037928,Mid,1,Promoter,56+,0.08627450980392158,0,0.29022331870284823,0,0,Bargain Hunters
753,39,Male,Scarf,Accessories,85,Ohio,L,Yellow,Fall,4.2,Yes,2-Day Shipping,1,Yes,17,Paypal,Every 3 Months,0,1,1,4,340,982.7263976846959,Mid,1,Promoter,36-45,0.15414165666266505,0,0.22766757674839427,0,0,Bargain Hunters
754,47,Male,Boots,Footwear,54,Massachusetts,M,Teal,Fall,3.4,Yes,Store Pickup,1,Yes,27,Venmo,Quarterly,0,1,1,4,216,719.7561741978441,Mid,1,Neutral,46-55,0.23577430972388957,0,0.12519740207737046,0,0,Bargain Hunters
755,36,Male,Gloves,Accessories,41,North Carolina,L,Pink,Spring,2.9,Yes,Store Pickup,1,Yes,3,Debit Card,Quarterly,0,1,1,4,164,227.35227522366205,Low,1,Detractor,36-45,0.03985594237695078,0,0.05308219301372755,0,0,Bargain Hunters
756,66,Male,Coat,Outerwear,24,Florida,M,Violet,Spring,3.3,Yes,Free Shipping,1,Yes,22,Paypal,Weekly,0,1,1,52,1248,3913.0967814795786,High,1,Neutral,56+,0.5714285714285714,1,0.19176702581356903,0,0,Promo Reliant
757,62,Male,Belt,Accessories,99,Montana,S,Orange,Summer,4.8,Yes,Standard,1,Yes,24,Cash,Fortnightly,0,1,1,26,2574,8285.386373210747,Premium,1,Promoter,56+,0.38383353341336535,0,0.47934375825002445,1,0,Promo Reliant
758,41,Male,Hoodie,Clothing,32,Minnesota,M,Red,Fall,3.8,Yes,Store Pickup,1,Yes,18,Debit Card,Quarterly,0,1,1,4,128,376.88818933330435,Low,1,Neutral,36-45,0.1623049219687875,0,0.1647614060860356,0,0,Bargain Hunters
759,66,Male,Shoes,Footwear,71,Massachusetts,L,Peach,Summer,4.6,Yes,2-Day Shipping,1,Yes,39,Bank Transfer,Every 3 Months,0,1,1,4,284,1047.6417649683578,Mid,1,Promoter,56+,0.3337334933973589,0,0.2772647680942043,0,0,At-Risk Loyalists
760,51,Male,Dress,Clothing,49,Rhode Island,Xl,Green,Winter,2.6,Yes,Next Day Air,1,Yes,25,Credit Card,Fortnightly,0,1,1,26,1274,4150.814989439368,High,1,Detractor,46-55,0.3919967987194878,0,0.11361589458505375,0,0,Promo Reliant
761,33,Male,Gloves,Accessories,50,Minnesota,Xl,Violet,Fall,3.4,Yes,Free Shipping,1,Yes,6,Cash,Annually,0,1,1,1,50,97.29550745276566,Low,1,Neutral,26-35,0.04081632653061225,0,0.10988224895364065,0,0,Bargain Hunters
762,57,Male,Jewelry,Accessories,91,Nevada,L,Yellow,Fall,4.2,Yes,Express,1,Yes,26,Bank Transfer,Weekly,0,1,1,52,4732,15595.900049932485,Premium,1,Promoter,56+,0.6040816326530613,1,0.5872131738671995,1,1,Promo Reliant
763,45,Male,Belt,Accessories,46,New Mexico,M,Pink,Fall,3.9,Yes,Standard,1,Yes,43,Debit Card,Fortnightly,0,1,1,26,1196,4525.89080216624,High,1,Neutral,36-45,0.5389355742296918,0,0.27884433874515996,0,0,Promo Reliant
764,61,Male,Sweater,Clothing,50,North Carolina,M,Brown,Spring,2.9,Yes,2-Day Shipping,1,Yes,6,Credit Card,Monthly,0,1,1,12,600,1167.546089433188,Mid,1,Detractor,56+,0.12709083633453383,0,0.07621491930452706,0,0,Bargain Hunters
765,55,Male,Skirt,Clothing,39,Virginia,Xl,Silver,Fall,4.2,Yes,Free Shipping,1,Yes,6,Debit Card,Quarterly,0,1,1,4,156,303.56198325262886,Low,1,Promoter,46-55,0.06434573829531813,0,0.2109572726939933,0,0,Bargain Hunters
766,54,Male,Sneakers,Footwear,99,Alaska,M,Pink,Summer,3.0,Yes,Store Pickup,1,Yes,13,Cash,Quarterly,0,1,1,4,396,1045.0667025276423,Mid,1,Neutral,46-55,0.12148859543817528,0,0.08520141071647809,0,0,Bargain Hunters
767,57,Male,Gloves,Accessories,48,Nevada,M,Cyan,Winter,3.6,Yes,Next Day Air,1,Yes,13,Paypal,Monthly,0,1,1,12,576,1520.0970218583889,Mid,1,Neutral,56+,0.184233693477391,0,0.1688891565735896,0,0,Bargain Hunters
768,27,Male,Coat,Outerwear,77,Pennsylvania,M,Brown,Fall,2.5,Yes,Next Day Air,1,Yes,11,Cash,Annually,0,1,1,1,77,191.33781203367602,Low,1,Detractor,26-35,0.0816326530612245,0,0.0041960855889680475,0,0,Bargain Hunters
769,64,Male,Backpack,Accessories,95,Illinois,Xl,Red,Spring,2.6,Yes,Express,1,Yes,45,Venmo,Weekly,0,1,1,52,4940,18913.48849865613,Premium,1,Detractor,56+,0.7591836734693878,1,0.47683981761869665,1,1,Promo Reliant
770,52,Male,Socks,Clothing,100,Delaware,M,Silver,Spring,4.3,Yes,Store Pickup,1,Yes,8,Paypal,Monthly,0,1,1,12,1200,2636.6694928034635,High,1,Promoter,46-55,0.14341736694677873,0,0.2803615404202439,0,0,Promo Reliant
771,19,Male,Sneakers,Footwear,54,Vermont,M,Gray,Spring,3.3,Yes,Express,1,Yes,8,Credit Card,Annually,0,1,1,1,54,118.65012717615586,Low,1,Neutral,18-25,0.05714285714285714,0,0.09840766250735629,0,0,Bargain Hunters
772,22,Male,Sweater,Clothing,68,Hawaii,L,Cyan,Fall,2.6,Yes,Next Day Air,1,Yes,34,Bank Transfer,Fortnightly,0,1,1,26,1768,6285.855372713283,Premium,1,Detractor,18-25,0.4654661864745898,0,0.16614687709061673,0,0,Promo Reliant
773,18,Male,Jeans,Clothing,22,Illinois,L,Teal,Fall,3.6,Yes,Free Shipping,1,Yes,40,Debit Card,Bi-Weekly,0,1,1,26,572,2124.1632221548643,High,1,Neutral,18-25,0.5144457783113245,0,0.1837517283771811,0,0,Promo Reliant
774,29,Male,Hat,Accessories,84,California,L,Indigo,Winter,2.6,Yes,Express,1,Yes,14,Debit Card,Bi-Weekly,0,1,1,26,2184,5914.381639207227,Premium,1,Detractor,26-35,0.3022008803521409,0,0.15700705924503583,0,0,Promo Reliant
775,42,Male,Hat,Accessories,46,Nevada,M,Yellow,Summer,3.5,Yes,Standard,1,Yes,11,Credit Card,Quarterly,0,1,1,4,184,457.2228235609921,Low,1,Neutral,36-45,0.10516206482593038,0,0.13073797631780534,0,0,Bargain Hunters
776,49,Male,Handbag,Accessories,53,Kentucky,S,Gold,Winter,3.0,Yes,Store Pickup,1,Yes,8,Paypal,Monthly,0,1,1,12,636,1397.4348311858357,Mid,1,Neutral,46-55,0.14341736694677873,0,0.0938711502432207,0,0,Bargain Hunters
777,49,Male,Shirt,Clothing,60,Alabama,M,Maroon,Spring,5.0,Yes,Standard,1,Yes,8,Venmo,Every 3 Months,0,1,1,4,240,527.3338985606927,Mid,1,Promoter,46-55,0.08067226890756302,0,0.312463003948715,0,0,Bargain Hunters
778,55,Male,Socks,Clothing,32,Wyoming,Xl,Silver,Spring,2.5,Yes,Express,1,Yes,37,Venmo,Weekly,0,1,1,52,1664,6052.943369784705,Premium,1,Detractor,46-55,0.6938775510204083,1,0.14841626119827694,0,0,Promo Reliant
779,29,Male,Socks,Clothing,50,Massachusetts,M,Yellow,Summer,2.9,Yes,Store Pickup,1,Yes,23,Debit Card,Annually,0,1,1,1,50,158.9026915173973,Low,1,Detractor,26-35,0.1795918367346939,0,0.051398045063948204,0,0,Bargain Hunters
